4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	4044	0	4044	0	4044	0	4044	0	
4044	0	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	0	4044	0	4044	0	4044	
0	4044	0	4044	
